,date,Value
210,2016-04-13 03:15:50,62
211,2016-04-13 03:16:00,62
212,2016-04-13 03:16:10,59
213,2016-04-13 03:16:25,59
214,2016-04-13 03:16:30,60
215,2016-04-13 03:16:40,63
216,2016-04-13 03:16:50,58
217,2016-04-13 03:17:00,62
218,2016-04-13 03:17:10,60
219,2016-04-13 03:17:20,61
220,2016-04-13 03:17:30,63
221,2016-04-13 03:17:40,63
222,2016-04-13 03:17:50,59
223,2016-04-13 03:18:00,62
224,2016-04-13 03:18:10,63
225,2016-04-13 03:18:25,63
226,2016-04-13 03:18:40,63
227,2016-04-13 03:18:50,62
228,2016-04-13 03:19:00,67
229,2016-04-13 03:19:10,66
230,2016-04-13 03:19:20,65
231,2016-04-13 03:19:30,65
232,2016-04-13 03:19:45,65
233,2016-04-13 03:19:50,62
234,2016-04-13 03:20:00,61
235,2016-04-13 03:20:10,65
236,2016-04-13 03:20:20,63
237,2016-04-13 03:20:30,61
238,2016-04-13 03:20:40,62
239,2016-04-13 03:20:50,61
240,2016-04-13 03:21:00,64
241,2016-04-13 03:21:10,63
242,2016-04-13 03:21:15,64
243,2016-04-13 03:21:30,61
244,2016-04-13 03:21:40,60
245,2016-04-13 03:21:50,63
246,2016-04-13 03:22:00,64
247,2016-04-13 03:22:10,65
248,2016-04-13 03:22:20,60
249,2016-04-13 03:22:35,60
250,2016-04-13 03:22:40,61
251,2016-04-13 03:22:50,58
252,2016-04-13 03:23:00,60
253,2016-04-13 03:23:15,60
254,2016-04-13 03:23:20,63
255,2016-04-13 03:23:30,64
256,2016-04-13 03:23:40,61
257,2016-04-13 03:23:50,59
258,2016-04-13 03:24:00,63
259,2016-04-13 03:24:15,63
260,2016-04-13 03:24:20,66
261,2016-04-13 03:24:30,64
262,2016-04-13 03:24:40,63
263,2016-04-13 03:24:50,62
264,2016-04-13 03:25:00,63
265,2016-04-13 03:25:15,63
266,2016-04-13 03:25:20,65
267,2016-04-13 03:25:30,63
268,2016-04-13 03:25:40,64
269,2016-04-13 03:25:50,63
270,2016-04-13 03:26:00,65
271,2016-04-13 03:26:15,65
272,2016-04-13 03:26:30,66
273,2016-04-13 03:26:40,67
274,2016-04-13 03:26:50,65
275,2016-04-13 03:27:05,65
276,2016-04-13 03:27:10,63
277,2016-04-13 03:27:20,67
278,2016-04-13 03:27:30,65
279,2016-04-13 03:27:40,66
280,2016-04-13 03:27:55,66
281,2016-04-13 03:28:00,65
282,2016-04-13 03:28:10,67
283,2016-04-13 03:28:20,66
284,2016-04-13 03:28:35,66
285,2016-04-13 03:28:40,64
286,2016-04-13 03:28:50,65
287,2016-04-13 03:29:00,64
288,2016-04-13 03:29:10,66
289,2016-04-13 03:29:20,67
290,2016-04-13 03:29:30,69
291,2016-04-13 03:29:40,65
292,2016-04-13 03:29:50,64
293,2016-04-13 03:30:00,67
294,2016-04-13 03:30:10,65
295,2016-04-13 03:30:25,65
296,2016-04-13 03:30:40,66
297,2016-04-13 03:30:50,65
298,2016-04-13 03:31:05,65
299,2016-04-13 03:31:20,69
300,2016-04-13 03:31:30,67
301,2016-04-13 03:31:40,66
302,2016-04-13 03:31:50,65
303,2016-04-13 03:32:00,66
304,2016-04-13 03:32:10,67
305,2016-04-13 03:32:20,65
306,2016-04-13 03:32:30,66
307,2016-04-13 03:32:45,66
308,2016-04-13 03:33:00,67
309,2016-04-13 03:33:10,67
310,2016-04-13 03:33:25,67
311,2016-04-13 03:33:30,68
312,2016-04-13 03:33:45,68
313,2016-04-13 03:33:50,67
314,2016-04-13 03:34:00,69
315,2016-04-13 03:34:10,70
316,2016-04-13 03:34:20,72
317,2016-04-13 03:34:30,62
318,2016-04-13 03:34:40,65
319,2016-04-13 03:34:50,66
320,2016-04-13 03:35:00,65
321,2016-04-13 03:35:10,66
322,2016-04-13 03:35:20,65
323,2016-04-13 03:35:35,65
324,2016-04-13 03:35:40,67
325,2016-04-13 03:35:50,68
326,2016-04-13 03:36:00,66
327,2016-04-13 03:36:10,64
328,2016-04-13 03:36:20,69
329,2016-04-13 03:36:35,69
330,2016-04-13 03:36:50,69
331,2016-04-13 03:37:00,68
332,2016-04-13 03:37:10,67
333,2016-04-13 03:37:20,69
334,2016-04-13 03:37:35,69
335,2016-04-13 03:37:40,65
336,2016-04-13 03:37:50,66
337,2016-04-13 03:38:00,68
338,2016-04-13 03:38:15,68
339,2016-04-13 03:38:30,68
340,2016-04-13 03:38:40,67
341,2016-04-13 03:38:55,67
342,2016-04-13 03:39:00,68
343,2016-04-13 03:39:15,68
344,2016-04-13 03:39:20,67
345,2016-04-13 03:39:30,66
346,2016-04-13 03:39:40,68
347,2016-04-13 03:39:50,67
348,2016-04-13 03:40:00,68
349,2016-04-13 03:40:10,68
350,2016-04-13 03:40:25,68
351,2016-04-13 03:40:40,69
352,2016-04-13 03:40:50,68
353,2016-04-13 03:41:00,68
354,2016-04-13 03:41:15,68
355,2016-04-13 03:41:20,67
356,2016-04-13 03:41:35,67
357,2016-04-13 03:41:50,67
358,2016-04-13 03:42:05,67
359,2016-04-13 03:42:20,67
360,2016-04-13 03:42:35,67
361,2016-04-13 03:42:50,67
362,2016-04-13 03:43:00,67
363,2016-04-13 03:43:15,67
364,2016-04-13 03:43:30,67
365,2016-04-13 03:43:45,67
366,2016-04-13 03:44:00,66
367,2016-04-13 03:44:15,66
368,2016-04-13 03:44:30,66
369,2016-04-13 03:44:45,66
370,2016-04-13 03:44:50,67
371,2016-04-13 03:45:00,67
372,2016-04-13 03:45:15,67
373,2016-04-13 03:45:30,68
374,2016-04-13 03:45:40,68
375,2016-04-13 03:45:55,68
376,2016-04-13 03:46:10,68
377,2016-04-13 03:46:25,68
378,2016-04-13 03:46:40,68
379,2016-04-13 03:46:55,68
380,2016-04-13 03:47:10,69
381,2016-04-13 03:47:25,69
382,2016-04-13 03:47:30,70
383,2016-04-13 03:47:45,70
384,2016-04-13 03:48:00,71
385,2016-04-13 03:48:10,72
386,2016-04-13 03:48:20,71
387,2016-04-13 03:48:35,71
388,2016-04-13 03:48:50,71
389,2016-04-13 03:49:00,71
390,2016-04-13 03:49:15,71
391,2016-04-13 03:49:30,72
392,2016-04-13 03:49:40,71
393,2016-04-13 03:49:55,71
394,2016-04-13 03:50:10,71
395,2016-04-13 03:50:25,71
396,2016-04-13 03:50:40,71
397,2016-04-13 03:50:55,71
398,2016-04-13 03:51:10,71
399,2016-04-13 03:51:20,72
400,2016-04-13 03:51:35,72
401,2016-04-13 03:51:40,73
402,2016-04-13 03:51:55,73
403,2016-04-13 03:52:00,72
404,2016-04-13 03:52:10,72
405,2016-04-13 03:52:25,72
406,2016-04-13 03:52:35,73
407,2016-04-13 03:52:50,73
408,2016-04-13 03:53:00,72
409,2016-04-13 03:53:15,72
410,2016-04-13 03:53:30,71
411,2016-04-13 03:53:40,72
412,2016-04-13 03:53:55,72
413,2016-04-13 03:54:00,71
414,2016-04-13 03:54:15,71
415,2016-04-13 03:54:30,70
416,2016-04-13 03:54:40,71
417,2016-04-13 03:54:55,71
418,2016-04-13 03:55:10,72
419,2016-04-13 03:55:25,72
420,2016-04-13 03:55:30,71
421,2016-04-13 03:55:45,71
422,2016-04-13 03:55:50,72
423,2016-04-13 03:56:05,72
424,2016-04-13 03:56:10,70
425,2016-04-13 03:56:20,71
426,2016-04-13 03:56:35,71
427,2016-04-13 03:56:40,72
428,2016-04-13 03:56:50,71
429,2016-04-13 03:57:00,72
430,2016-04-13 03:57:15,72
431,2016-04-13 03:57:20,73
432,2016-04-13 03:57:35,73
433,2016-04-13 03:57:40,72
434,2016-04-13 03:57:50,71
435,2016-04-13 03:58:05,71
436,2016-04-13 03:58:20,71
437,2016-04-13 03:58:35,71
438,2016-04-13 03:58:40,72
439,2016-04-13 03:58:50,71
440,2016-04-13 03:59:05,71
441,2016-04-13 03:59:20,71
442,2016-04-13 03:59:35,71
443,2016-04-13 03:59:40,71
444,2016-04-13 03:59:50,71
445,2016-04-13 04:00:05,71
446,2016-04-13 04:00:20,71
447,2016-04-13 04:00:30,72
448,2016-04-13 04:00:40,71
449,2016-04-13 04:00:50,74
450,2016-04-13 04:01:05,74
451,2016-04-13 04:01:10,73
452,2016-04-13 04:01:20,72
453,2016-04-13 04:01:30,71
454,2016-04-13 04:01:40,72
455,2016-04-13 04:01:55,72
456,2016-04-13 04:02:00,71
457,2016-04-13 04:02:15,71
458,2016-04-13 04:02:30,71
459,2016-04-13 04:02:45,71
460,2016-04-13 04:02:50,72
461,2016-04-13 04:03:00,71
462,2016-04-13 04:03:15,71
463,2016-04-13 04:03:30,71
464,2016-04-13 04:03:45,71
465,2016-04-13 04:04:00,71
466,2016-04-13 04:04:15,71
467,2016-04-13 04:04:20,72
468,2016-04-13 04:04:30,73
469,2016-04-13 04:04:40,73
470,2016-04-13 04:04:50,72
471,2016-04-13 04:05:05,72
472,2016-04-13 04:05:10,71
473,2016-04-13 04:05:25,71
474,2016-04-13 04:05:40,70
475,2016-04-13 04:05:55,70
476,2016-04-13 04:06:00,74
477,2016-04-13 04:06:10,73
478,2016-04-13 04:06:20,72
479,2016-04-13 04:06:35,72
480,2016-04-13 04:06:40,71
481,2016-04-13 04:06:50,72
482,2016-04-13 04:07:05,72
483,2016-04-13 04:07:20,72
484,2016-04-13 04:07:30,73
485,2016-04-13 04:07:45,73
486,2016-04-13 04:07:50,74
487,2016-04-13 04:08:00,73
488,2016-04-13 04:08:10,72
489,2016-04-13 04:08:20,73
490,2016-04-13 04:08:35,73
491,2016-04-13 04:08:40,72
492,2016-04-13 04:08:50,73
493,2016-04-13 04:09:00,74
494,2016-04-13 04:09:10,74
495,2016-04-13 04:09:25,74
496,2016-04-13 04:09:40,74
497,2016-04-13 04:09:50,73
498,2016-04-13 04:10:00,72
499,2016-04-13 04:10:15,72
500,2016-04-13 04:10:20,71
501,2016-04-13 04:10:35,71
502,2016-04-13 04:10:50,71
503,2016-04-13 04:11:05,71
504,2016-04-13 04:11:10,70
505,2016-04-13 04:11:20,71
506,2016-04-13 04:11:30,71
507,2016-04-13 04:11:40,69
508,2016-04-13 04:11:50,70
509,2016-04-13 04:12:05,70
510,2016-04-13 04:12:10,69
511,2016-04-13 04:12:20,71
512,2016-04-13 04:12:35,71
513,2016-04-13 04:12:50,71
514,2016-04-13 04:13:05,71
515,2016-04-13 04:13:10,69
516,2016-04-13 04:13:20,70
517,2016-04-13 04:13:30,71
518,2016-04-13 04:13:45,71
519,2016-04-13 04:14:00,72
520,2016-04-13 04:14:15,72
521,2016-04-13 04:14:30,71
522,2016-04-13 04:14:40,70
523,2016-04-13 04:14:55,70
524,2016-04-13 04:15:00,71
525,2016-04-13 04:15:15,71
526,2016-04-13 04:15:20,72
527,2016-04-13 04:15:35,72
528,2016-04-13 04:15:50,73
529,2016-04-13 04:16:05,73
530,2016-04-13 04:16:20,73
531,2016-04-13 04:16:35,73
532,2016-04-13 04:16:40,72
533,2016-04-13 04:16:55,72
534,2016-04-13 04:17:10,74
535,2016-04-13 04:17:25,74
536,2016-04-13 04:17:40,74
537,2016-04-13 04:17:50,73
538,2016-04-13 04:17:55,73
539,2016-04-13 04:18:10,73
540,2016-04-13 04:18:20,72
541,2016-04-13 04:18:35,72
542,2016-04-13 04:18:50,72
543,2016-04-13 04:19:00,73
544,2016-04-13 04:19:05,73
545,2016-04-13 04:19:10,75
546,2016-04-13 04:19:15,77
547,2016-04-13 04:19:25,79
548,2016-04-13 04:19:30,132
549,2016-04-13 04:19:35,135
550,2016-04-13 04:19:45,134
551,2016-04-13 04:19:50,70
552,2016-04-13 04:19:55,67
553,2016-04-13 04:20:00,66
554,2016-04-13 04:20:05,68
555,2016-04-13 04:20:10,65
556,2016-04-13 04:20:25,65
557,2016-04-13 04:20:30,69
558,2016-04-13 04:20:35,66
559,2016-04-13 04:20:40,68
560,2016-04-13 04:20:45,70
561,2016-04-13 04:20:50,71
562,2016-04-13 04:20:55,72
563,2016-04-13 04:21:00,73
564,2016-04-13 04:21:05,74
565,2016-04-13 04:21:10,73
566,2016-04-13 04:21:20,74
567,2016-04-13 04:21:30,72
568,2016-04-13 04:21:40,71
569,2016-04-13 04:21:55,71
570,2016-04-13 04:22:00,67
571,2016-04-13 04:22:10,70
572,2016-04-13 04:22:20,73
573,2016-04-13 04:22:35,73
574,2016-04-13 04:22:40,70
575,2016-04-13 04:22:50,75
576,2016-04-13 04:23:00,69
577,2016-04-13 04:23:10,68
578,2016-04-13 04:23:25,68
579,2016-04-13 04:23:30,67
580,2016-04-13 04:23:40,69
581,2016-04-13 04:23:50,72
582,2016-04-13 04:24:00,73
583,2016-04-13 04:24:10,73
584,2016-04-13 04:24:20,74
585,2016-04-13 04:24:30,66
586,2016-04-13 04:24:45,66
587,2016-04-13 04:24:50,67
588,2016-04-13 04:25:00,65
589,2016-04-13 04:25:10,64
590,2016-04-13 04:25:20,68
591,2016-04-13 04:25:30,72
592,2016-04-13 04:25:40,75
593,2016-04-13 04:25:50,79
594,2016-04-13 04:26:00,77
595,2016-04-13 04:26:10,73
596,2016-04-13 04:26:25,73
597,2016-04-13 04:26:30,72
598,2016-04-13 04:26:40,73
599,2016-04-13 04:26:50,72
600,2016-04-13 04:27:00,73
601,2016-04-13 04:27:10,70
602,2016-04-13 04:27:20,71
603,2016-04-13 04:27:30,77
604,2016-04-13 04:27:40,80
605,2016-04-13 04:27:55,80
606,2016-04-13 04:28:00,76
607,2016-04-13 04:28:10,72
608,2016-04-13 04:28:20,73
609,2016-04-13 04:28:30,74
610,2016-04-13 04:28:40,77
611,2016-04-13 04:28:50,78
612,2016-04-13 04:29:05,78
613,2016-04-13 04:29:20,73
614,2016-04-13 04:29:30,75
615,2016-04-13 04:29:40,74
616,2016-04-13 04:29:50,76
617,2016-04-13 04:30:00,74
618,2016-04-13 04:30:10,73
619,2016-04-13 04:30:20,77
620,2016-04-13 04:30:30,74
621,2016-04-13 04:30:40,71
622,2016-04-13 04:30:45,73
623,2016-04-13 04:30:55,74
624,2016-04-13 04:31:00,75
625,2016-04-13 04:31:10,86
626,2016-04-13 04:31:20,74
627,2016-04-13 04:31:30,59
628,2016-04-13 04:31:40,58
629,2016-04-13 04:31:50,61
630,2016-04-13 04:32:00,65
631,2016-04-13 04:32:10,69
632,2016-04-13 04:32:20,66
633,2016-04-13 04:32:30,67
634,2016-04-13 04:32:40,68
635,2016-04-13 04:32:55,68
636,2016-04-13 04:33:00,66
637,2016-04-13 04:33:10,67
638,2016-04-13 04:33:20,65
639,2016-04-13 04:33:30,63
640,2016-04-13 04:33:40,64
641,2016-04-13 04:33:50,61
642,2016-04-13 04:34:00,63
643,2016-04-13 04:34:10,65
644,2016-04-13 04:34:20,68
645,2016-04-13 04:34:30,70
646,2016-04-13 04:34:40,68
647,2016-04-13 04:34:50,65
648,2016-04-13 04:35:00,67
649,2016-04-13 04:35:10,73
650,2016-04-13 04:35:20,64
651,2016-04-13 04:35:30,61
652,2016-04-13 04:35:40,64
653,2016-04-13 04:35:50,63
654,2016-04-13 04:36:00,65
655,2016-04-13 04:36:15,65
656,2016-04-13 04:36:20,68
657,2016-04-13 04:36:30,65
658,2016-04-13 04:36:40,67
659,2016-04-13 04:36:55,67
660,2016-04-13 04:37:00,65
661,2016-04-13 04:37:10,62
662,2016-04-13 04:37:20,65
663,2016-04-13 04:37:30,67
664,2016-04-13 04:37:40,69
665,2016-04-13 04:37:50,74
666,2016-04-13 04:38:00,71
667,2016-04-13 04:38:10,69
668,2016-04-13 04:38:25,69
669,2016-04-13 04:38:30,71
670,2016-04-13 04:38:40,72
671,2016-04-13 04:38:50,66
672,2016-04-13 04:39:00,67
673,2016-04-13 04:39:10,69
674,2016-04-13 04:39:20,68
675,2016-04-13 04:39:30,66
676,2016-04-13 04:39:40,69
677,2016-04-13 04:39:50,68
678,2016-04-13 04:40:05,68
679,2016-04-13 04:40:10,70
680,2016-04-13 04:40:20,69
681,2016-04-13 04:40:30,68
682,2016-04-13 04:40:40,70
683,2016-04-13 04:40:50,69
684,2016-04-13 04:41:00,67
685,2016-04-13 04:41:15,67
686,2016-04-13 04:41:20,64
687,2016-04-13 04:41:35,64
688,2016-04-13 04:41:40,67
689,2016-04-13 04:41:50,61
690,2016-04-13 04:42:00,63
691,2016-04-13 04:42:10,64
692,2016-04-13 04:42:25,64
693,2016-04-13 04:42:40,67
694,2016-04-13 04:42:45,66
695,2016-04-13 04:43:00,66
696,2016-04-13 04:43:15,66
697,2016-04-13 04:43:20,64
698,2016-04-13 04:43:35,64
699,2016-04-13 04:43:40,64
700,2016-04-13 04:43:50,65
701,2016-04-13 04:44:05,65
702,2016-04-13 04:44:10,65
703,2016-04-13 04:44:20,64
704,2016-04-13 04:44:30,63
705,2016-04-13 04:44:40,63
706,2016-04-13 04:44:50,63
707,2016-04-13 04:45:05,63
708,2016-04-13 04:45:10,65
709,2016-04-13 04:45:20,64
710,2016-04-13 04:45:30,63
711,2016-04-13 04:45:40,65
712,2016-04-13 04:45:55,65
713,2016-04-13 04:46:10,64
714,2016-04-13 04:46:20,64
715,2016-04-13 04:46:30,64
716,2016-04-13 04:46:40,65
717,2016-04-13 04:46:50,68
718,2016-04-13 04:47:05,68
719,2016-04-13 04:47:10,67
720,2016-04-13 04:47:20,68
721,2016-04-13 04:47:30,67
722,2016-04-13 04:47:40,60
723,2016-04-13 04:47:50,62
724,2016-04-13 04:48:00,65
725,2016-04-13 04:48:15,65
726,2016-04-13 04:48:20,68
727,2016-04-13 04:48:35,68
728,2016-04-13 04:48:40,68
729,2016-04-13 04:48:50,66
730,2016-04-13 04:49:00,65
731,2016-04-13 04:49:10,66
732,2016-04-13 04:49:20,62
733,2016-04-13 04:49:35,62
734,2016-04-13 04:49:40,64
735,2016-04-13 04:49:50,66
736,2016-04-13 04:50:00,65
737,2016-04-13 04:50:10,63
738,2016-04-13 04:50:20,64
739,2016-04-13 04:50:30,65
740,2016-04-13 04:50:40,63
741,2016-04-13 04:50:50,64
742,2016-04-13 04:51:00,63
743,2016-04-13 04:51:10,66
744,2016-04-13 04:51:20,69
745,2016-04-13 04:51:35,69
746,2016-04-13 04:51:40,70
747,2016-04-13 04:51:50,61
748,2016-04-13 04:52:00,64
749,2016-04-13 04:52:10,66
750,2016-04-13 04:52:25,66
751,2016-04-13 04:52:30,63
752,2016-04-13 04:52:40,69
753,2016-04-13 04:52:50,67
754,2016-04-13 04:53:00,68
755,2016-04-13 04:53:10,70
756,2016-04-13 04:53:20,65
757,2016-04-13 04:53:30,66
758,2016-04-13 04:53:45,66
759,2016-04-13 04:53:50,67
760,2016-04-13 04:54:05,67
761,2016-04-13 04:54:10,66
762,2016-04-13 04:54:20,65
763,2016-04-13 04:54:30,69
764,2016-04-13 04:54:40,65
765,2016-04-13 04:54:50,66
766,2016-04-13 04:55:00,66
767,2016-04-13 04:55:15,66
768,2016-04-13 04:55:20,64
769,2016-04-13 04:55:30,66
770,2016-04-13 04:55:40,68
771,2016-04-13 04:55:50,62
772,2016-04-13 04:56:00,63
773,2016-04-13 04:56:10,67
774,2016-04-13 04:56:25,67
775,2016-04-13 04:56:30,65
776,2016-04-13 04:56:40,64
777,2016-04-13 04:56:50,68
778,2016-04-13 04:57:00,66
779,2016-04-13 04:57:10,67
780,2016-04-13 04:57:25,67
781,2016-04-13 04:57:30,66
782,2016-04-13 04:57:40,67
783,2016-04-13 04:57:55,67
784,2016-04-13 04:58:00,67
785,2016-04-13 04:58:10,63
786,2016-04-13 04:58:25,63
787,2016-04-13 04:58:30,64
788,2016-04-13 04:58:40,67
789,2016-04-13 04:58:50,66
790,2016-04-13 04:59:05,66
791,2016-04-13 04:59:10,65
792,2016-04-13 04:59:20,67
793,2016-04-13 04:59:35,67
794,2016-04-13 04:59:40,68
795,2016-04-13 04:59:50,65
796,2016-04-13 05:00:05,65
797,2016-04-13 05:00:10,68
798,2016-04-13 05:00:20,69
799,2016-04-13 05:00:30,66
800,2016-04-13 05:00:40,69
801,2016-04-13 05:00:50,71
802,2016-04-13 05:01:00,67
803,2016-04-13 05:01:10,66
804,2016-04-13 05:01:20,68
805,2016-04-13 05:01:30,66
806,2016-04-13 05:01:40,65
807,2016-04-13 05:01:50,66
808,2016-04-13 05:02:00,67
809,2016-04-13 05:02:10,63
810,2016-04-13 05:02:20,66
811,2016-04-13 05:02:35,66
812,2016-04-13 05:02:40,64
813,2016-04-13 05:02:50,67
814,2016-04-13 05:03:00,70
815,2016-04-13 05:03:15,70
816,2016-04-13 05:03:20,64
817,2016-04-13 05:03:30,62
818,2016-04-13 05:03:40,61
819,2016-04-13 05:03:50,62
820,2016-04-13 05:04:00,64
821,2016-04-13 05:04:15,64
