,date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,WeightKg,WeightPounds,Fat,BMI,IsManualReport,LogId
20,2016-05-02 00:00:00,7439,5.55999994277954,5.55999994277954,0.0,1.12000000476837,0.349999994039536,4.07000017166138,0.0,37,20,235,732,3014,3014,732,235,20,37,0.0,4.07000017166138,0.349999994039536,1.12000000476837,7439,2.0,525.0,553.0,,,,,,
21,2016-05-03 00:00:00,11045,8.25,8.25,0.0,4.51999998092651,0.150000005960464,3.5699999332428,0.0,97,8,212,580,3795,3795,580,212,8,97,0.0,3.5699999332428,0.150000005960464,4.51999998092651,11045,1.0,508.0,543.0,,,,,,
22,2016-05-04 00:00:00,5206,3.89000010490417,3.89000010490417,0.0,1.55999994277954,0.25,2.07999992370605,0.0,25,9,141,631,2755,2755,631,141,9,25,0.0,2.07999992370605,0.25,1.55999994277954,5206,1.0,603.0,634.0,,,,,,
23,2016-05-05 00:00:00,7550,5.6399998664856,5.6399998664856,0.0,2.5,0.469999998807907,2.67000007629395,0.0,45,21,143,1153,3004,3004,1153,143,21,45,0.0,2.67000007629395,0.469999998807907,2.5,7550,1.0,74.0,78.0,,,,,,
24,2016-05-06 00:00:00,4950,3.70000004768372,3.70000004768372,0.0,1.92999994754791,0.319999992847443,1.45000004768372,0.0,41,16,79,1304,2643,2643,1304,79,16,41,0.0,1.45000004768372,0.319999992847443,1.92999994754791,4950,,,,,,,,,
25,2016-05-07 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1819,1819,1440,0,0,0,0.0,0.0,0.0,0.0,0,,,,,,,,,
26,2016-05-08 00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1819,1819,1440,0,0,0,0.0,0.0,0.0,0.0,0,,,,,,,,,
27,2016-05-09 00:00:00,3421,2.55999994277954,2.55999994277954,0.0,1.42999994754791,0.140000000596046,0.990000009536743,0.0,34,11,70,1099,2489,2489,1099,70,11,34,0.0,0.990000009536743,0.140000000596046,1.42999994754791,3421,,,,,,,,,
28,2016-05-10 00:00:00,8869,6.65000009536743,6.65000009536743,0.0,2.55999994277954,0.75,3.34999990463257,0.0,104,37,194,639,3841,3841,639,194,37,104,0.0,3.34999990463257,0.75,2.55999994277954,8869,1.0,504.0,562.0,,,,,,
29,2016-05-11 00:00:00,4038,3.03999996185303,3.03999996185303,0.0,1.83000004291534,0.300000011920929,0.889999985694885,0.0,45,15,63,257,1665,1665,257,63,15,45,0.0,0.889999985694885,0.300000011920929,1.83000004291534,4038,1.0,431.0,476.0,,,,,,
